laptop_specs_id,laptop_specs_source,laptop_specs_brand,laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
1842,thegioididong,acer,laptop acer predator helios neo phn16 71 53m7 i5 13500hx/16gb/512gb/8gb rtx4060/165hz/win11 (nh.qlusv.005),intel core i5 13500hx,geforce rtx 4060,16.0,ddr5,512.0,ssd,yes,16.0,,165.0,400.0,90.0,4.0,,windows 11 home,,25490000,36.01,27.99,2.83,3.0,2.0,1.0,0.0,0.0,intel core i5 13500hx,2.50,4.70,6,12,1.80,3.50,8.0,8.0,55.00,30490,3655,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,103033,76792,106,40116,21587,374292,1783,22591,3655,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1843,thegioididong,hp,laptop hp pavilion x360 14 ek2024tu core 5 120u/16gb/512gb/touch/pen/win11 (9z2v6pa),intel core 5 120u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,300.0,43.0,3.0,,windows 11 home,,23490000,32.2,21.0,1.89,2.0,1.0,1.0,0.0,1.0,intel core 5 120u,1.40,5.00,2,4,0.90,3.80,8.0,8.0,15.00,16540,3754,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58136,39922,60,20728,11538,182368,1021,10037,3754,,,,,,,,,,,,,
1844,thegioididong,msi,laptop msi gaming thin 15 b12ucx i5 12450h/16gb/512gb/4gb rtx2050/144hz/balo/win11 (2046vn),intel core i5 12450h,geforce rtx 2050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,52.4,3.0,,windows 11 home,24.0,15190000,35.9,25.4,2.17,3.0,1.0,1.0,0.0,1.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1845,thegioididong,asus,laptop asus vivobook 15 x1504za i5 1235u/16gb/512gb/win11 (nj1546w),intel core i5 1235u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,,42.0,3.0,,windows 11 home,24.0,14290000,35.97,23.25,1.79,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1846,thegioididong,dell,laptop dell inspiron 15 3520 i5 1235u/16gb/512gb/120hz/officehs/win11 (n3520-i5u165w11blu-fp),intel core i5 1235u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,,windows 11 home,,16490000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1847,thegioididong,lenovo,laptop lenovo gaming loq essential 15iax9e i5 12450hx/16gb/512gb/4gb rtx2050/144hz/win11 (83lk000bvn),intel core i5 12450hx,geforce rtx 2050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,300.0,57.0,,,windows 11 home,,17990000,35.93,23.6,2.29,2.0,1.0,1.0,0.0,1.0,intel core i5 12450hx,,4.40,4,8,,3.10,4.0,4.0,148.00,18688,3397,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,57744,43500,58,23296,12278,222492,1189,13983,3397,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1848,thegioididong,acer,laptop acer gaming aspire 5 a515 58gm 51lb i5 13420h/16gb/512gb/4gb rtx2050/win11 (nx.kq4sv.002),intel core i5 13420h,geforce rtx 2050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,,50.0,3.0,,windows 11 home,,16490000,36.1,23.7,1.79,2.0,1.0,1.0,0.0,0.0,intel core i5 13420h,2.10,4.60,4,8,1.50,3.40,4.0,4.0,45.00,18362,3444,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60230,44538,55,22904,12239,223190,1069,13755,3444,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1849,thegioididong,acer,laptop acer aspire 5 a515 58p 34rj i3 1315u/8gb/512gb/win11 (nx.khjsv.003),intel core i3 1315u,,8.0,ddr5,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,50.0,3.0,,windows 11 home,,10490000,36.29,23.75,1.8,2.0,0.0,1.0,0.0,0.0,intel core i3 1315u,1.20,4.50,2,4,0.90,3.30,4.0,4.0,15.00,12148,3502,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,38844,28113,45,14860,8070,134683,757,7820,3502,,,,,,,,,,,,,
1850,thegioididong,msi,laptop msi gaming katana 15 b13udxk i7 13620h/16gb/1tb/6gb rtx3050/144hz/balo/win11 (2077vn),intel core i7 13620h,geforce rtx 3050,16.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,144.0,,53.5,3.0,,windows 11 home,24.0,23990000,35.9,25.9,2.49,2.0,1.0,1.0,0.0,0.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1851,thegioididong,dell,laptop dell inspiron 15 3530 i5 1334u/16gb/512gb/120hz/officehs/win11 (n3530-i5u165w11slu),intel core i5 1334u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,,windows 11 home,,18490000,35.85,23.56,1.9,1.0,0.0,1.0,0.0,0.0,intel core i5 1334u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,13409,3300,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50353,34859,38,16859,9423,152479,702,8687,3300,,,,,,,,,,,,,
1852,thegioididong,asus,laptop asus gaming vivobook k3605zc i5 12500h/16gb/512gb/4gb rtx3050/win11 (rp629w),intel core i5 12500h,geforce rtx 3050,16.0,ddr4,512.0,ssd,yes,16.0,,144.0,300.0,50.0,3.0,,windows 11 home,24.0,19490000,35.86,24.91,1.89,2.0,1.0,1.0,0.0,0.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1853,thegioididong,asus,laptop asus tuf gaming f15 fx507zc4 i5 12500h/16gb/512gb/4gb rtx3050/144hz/win11 (hn330w),intel core i5 12500h,geforce rtx 3050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,56.0,4.0,,windows 11 home,24.0,20490000,35.4,25.1,2.49,2.0,2.0,1.0,0.0,0.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1854,thegioididong,hp,laptop hp gaming victus 15 fb1022ax r5 7535hs/16gb/512gb/4gb rtx2050/144hz/win11 (94f19pa),amd ryzen 5 7535hs,geforce rtx 2050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,52.5,3.0,,windows 11 home,,18490000,35.79,25.5,2.35,2.0,1.0,1.0,0.0,0.0,amd ryzen 5 7535hs,3.30,4.60,6,12,,,,,35.00,18379,3171,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63884,36335,50,23108,14102,228551,870,15935,3171,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1855,thegioididong,apple,laptop macbook air 13 inch m3 16gb/256gb,apple m3 8 core,,16.0,,256.0,ssd,yes,13.6,2560x1664,,500.0,,,,macos,12.0,32990000,30.41,21.5,1.13,0.0,2.0,0.0,0.0,0.0,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19226,4754,,,,,,,,42040,48662,236,27680,11546,229121,1878,10046,4754,,,,,,,,,,,,,
1856,thegioididong,hp,laptop hp pavilion 15 eg2081tu i5 1240p/16gb/512gb/win11 (7c0q4pa),intel core i5 1240p,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,,41.0,3.0,,windows 11 home,,20990000,36.02,23.4,1.79,2.0,1.0,1.0,0.0,0.0,intel core i5 1240p,1.70,4.40,4,8,1.20,3.30,8.0,8.0,28.00,17033,3263,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,63999,44482,49,22170,11761,197392,956,11432,3263,,,,,,,,,,,,,
1857,thegioididong,acer,laptop acer aspire 5 a514 56p 742f i7 1355u/16gb/512gb/win11 (nx.khrsv.005),intel core i7 1355u,,16.0,ddr5,512.0,ssd,yes,14.0,,60.0,250.0,50.0,3.0,,windows 11 home,,13990000,31.88,22.55,1.8,2.0,0.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
1858,thegioididong,acer,laptop acer aspire 7 a715 76 53pj i5 12450h/16gb/512gb/win11 (nh.qgesv.007),intel core i5 12450h,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,,50.0,3.0,,windows 11 home,,13990000,36.23,23.74,1.99,3.0,1.0,1.0,0.0,0.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,,,,,,,,,,,,,
1859,thegioididong,lenovo,laptop lenovo gaming loq 15arp9 r7 7435hs/24gb/512gb/6gb rtx4050/144hz/win11 (83jc0040vn),amd ryzen 7 7435hs,geforce rtx 4050,24.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,300.0,60.0,,,windows 11 home,24.0,26490000,35.99,25.87,2.39,3.0,1.0,1.0,0.0,0.0,amd ryzen 7 7435hs,3.10,4.50,8,16,,,,,45.00,23870,3216,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87107,49831,55,32327,19114,317498,1000,22229,3216,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1860,thegioididong,msi,laptop msi modern 14 c13m i5 1335u/16gb/512gb/win11 (611vn),intel core i5 1335u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,,39.3,3.0,,windows 11 home,24.0,13490000,31.99,22.3,1.94,1.0,1.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
1861,thegioididong,dell,laptop dell inspiron 15 3530 i7 1355u/16gb/512gb/120hz/officehs/win11 (71043888),intel core i7 1355u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,,54.0,4.0,,windows 11 home,,21490000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,1.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
1862,thegioididong,asus,laptop asus vivobook 16 x1605va i5 1335u/16gb/512gb/win11 (mb360w),intel core i5 1335u,,16.0,ddr4,512.0,ssd,yes,16.0,,60.0,300.0,42.0,3.0,,windows 11 home,24.0,15990000,35.87,24.95,1.99,2.0,1.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
1863,thegioididong,asus,laptop asus zenbook 14 oled ux3402va i5 13500h/16gb/512gb/90hz/win11 (km657w),intel core i5 13500h,,16.0,ddr5,512.0,ssd,yes,14.0,2880x1800,90.0,400.0,75.0,4.0,,windows 11 home,24.0,23490000,31.36,22.06,1.69,1.0,2.0,1.0,0.0,0.0,intel core i5 13500h,3.50,4.70,4,8,,,8.0,8.0,45.00,22638,3528,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76636,55417,77,29492,15942,272677,1338,15929,3528,,,,,,,,,,,,,
1864,thegioididong,hp,laptop hp 240 g9 i3 1215u/8gb/512gb/win11 (ag2j5at),intel core i3 1215u,,8.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,250.0,41.0,3.0,,windows 11 home,,11490000,32.4,22.59,1.99,2.0,0.0,1.0,0.0,1.0,intel core i3 1215u,1.20,4.40,2,4,0.90,3.30,4.0,4.0,15.00,10834,3295,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,36571,26166,34,13404,7289,120970,616,7102,3295,,,,,,,,,,,,,
1865,thegioididong,hp,laptop hp pavilion 15 eg3091tu i7 1355u/16gb/512gb/win11 (8c5l2pa),intel core i7 1355u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,41.0,3.0,,windows 11 home,,23490000,36.02,23.4,1.8,2.0,1.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
1866,thegioididong,acer,laptop acer swift go sfg14 71 513f i5 13500h/16gb/512gb/officehs/win11 (nx.kpzsv.003),intel core i5 13500h,,16.0,ddr5,512.0,ssd,yes,14.0,2880x1800,90.0,400.0,65.0,,,windows 11 home,,16590000,31.29,21.79,1.49,2.0,2.0,1.0,0.0,1.0,intel core i5 13500h,3.50,4.70,4,8,,,8.0,8.0,45.00,22638,3528,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76636,55417,77,29492,15942,272677,1338,15929,3528,,,,,,,,,,,,,
1867,thegioididong,acer,laptop acer aspire 5 a515 58p 774r i7 1355u/16gb/512gb/win11 (nx.khjsv.005),intel core i7 1355u,,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,50.0,3.0,,windows 11 home,,13990000,36.29,23.75,1.8,2.0,0.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
1868,thegioididong,msi,laptop msi gaming gf63 thin 12uc i7 12650h/8gb/512gb/4gb rtx3050/144hz/win11 (887vn),intel core i7 12650h,geforce rtx 3050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,52.4,3.0,,windows 11 home,,17990000,35.9,25.4,2.17,3.0,0.0,1.0,0.0,1.0,intel core i7 12650h,2.30,4.70,6,12,1.70,3.50,4.0,4.0,45.00,22509,3583,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,75236,56242,94,27121,14418,256715,1468,15875,3583,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1869,thegioididong,dell,laptop dell inspiron 15 3520 i5 1235u/16gb/512gb/120hz/officehs/kyhd/win11 (71043883),intel core i5 1235u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,,41.0,3.0,,windows 11 home,,16490000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,1.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1870,thegioididong,asus,laptop asus vivobook 14 x1404va i5 1335u/16gb/512gb/win11 (nk050w),intel core i5 1335u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,,42.0,3.0,,windows 11 home,24.0,15990000,32.49,21.39,1.79,2.0,0.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
1871,thegioididong,asus,laptop asus vivobook 15 x1504za i5 1235u/16gb/1tb/win11 (nj1528w),intel core i5 1235u,,16.0,ddr4,1024.0,ssd,yes,15.6,1920x1080,60.0,250.0,42.0,3.0,,windows 11 home,24.0,14790000,35.97,23.25,1.79,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1872,thegioididong,asus,laptop asus tuf gaming f15 fx507zc4 i7 12700h/16gb/512gb/4gb rtx3050/144hz/win11 (hn181w),intel core i7 12700h,geforce rtx 3050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,56.0,4.0,,windows 11 home,24.0,22490000,35.4,25.1,2.49,2.0,2.0,1.0,0.0,0.0,intel core i7 12700h,2.30,4.70,6,12,1.70,3.50,8.0,8.0,45.00,26112,3580,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,91952,66352,95,34086,17955,306757,1534,18219,3580,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1873,thegioididong,acer,laptop acer aspire 5 a515 58m 56yx i5 13420h/16gb/512gb/win11 (nx.kq8sv.005),intel core i5 13420h,,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,60.0,,50.0,3.0,,windows 11 home,,14690000,36.29,23.75,1.79,2.0,1.0,1.0,0.0,0.0,intel core i5 13420h,2.10,4.60,4,8,1.50,3.40,4.0,4.0,45.00,18362,3444,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60230,44538,55,22904,12239,223190,1069,13755,3444,,,,,,,,,,,,,
1874,thegioididong,hp,laptop hp 240 g9 i3 1215u/8gb/256gb/win11 (6l1x7pa),intel core i3 1215u,,8.0,ddr4,256.0,ssd,yes,14.0,1920x1080,60.0,,41.0,3.0,,windows 11 home,,12990000,32.4,22.59,1.99,2.0,0.0,1.0,0.0,0.0,intel core i3 1215u,1.20,4.40,2,4,0.90,3.30,4.0,4.0,15.00,10834,3295,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,36571,26166,34,13404,7289,120970,616,7102,3295,,,,,,,,,,,,,
1875,thegioididong,acer,laptop acer gaming nitro an515 58 773y i7 12700h/16gb/512gb/4gb rtx3050ti/144hz/win11 (nh.qfksv.001.16g),intel core i7 12700h,geforce rtx 3050 ti,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,57.5,4.0,,windows 11 home,,22990000,36.04,27.11,2.59,3.0,1.0,1.0,0.0,0.0,intel core i7 12700h,2.30,4.70,6,12,1.70,3.50,8.0,8.0,45.00,26112,3580,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,91952,66352,95,34086,17955,306757,1534,18219,3580,geforce rtx 3050 ti,10138.0,pcie 4.0 x8,4096.0,735.0,12,4.6,80.0,120.0,60.0,77.0,49.0,4329.0
1876,thegioididong,hp,laptop hp 240 g10 i5 1335u/16gb/512gb/win11 (9h2e4pt),intel core i5 1335u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,250.0,41.0,3.0,,windows 11 home,,17590000,32.4,21.5,1.79,2.0,0.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
1877,thegioididong,msi,laptop msi gaming bravo 15 b7ed r5 7535hs/16gb/512gb/4gb rx6550m/144hz/win11 (010vn),amd ryzen 5 7535hs,radeon rx 6550m,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,53.5,3.0,,windows 11 home,24.0,16490000,35.9,25.9,2.5,2.0,1.0,1.0,0.0,0.0,amd ryzen 5 7535hs,3.30,4.60,6,12,,,,,35.00,18379,3171,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63884,36335,50,23108,14102,228551,870,15935,3171,radeon rx 6550m,9557.0,,,,,,,134.0,59.0,78.0,41.0,3325.0
1878,thegioididong,dell,laptop dell inspiron 15 3520 i5 1235u/8gb/512gb/120hz/officehs/win11 (n3520-i5u085w11slu),intel core i5 1235u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,,41.0,3.0,,windows 11 home,,15690000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1879,thegioididong,asus,laptop asus tuf gaming a15 fa506nf r5 7535hs/16gb/512gb/4gb rtx2050/144hz/win11 (hn012w),amd ryzen 5 7535hs,geforce rtx 2050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,48.0,3.0,,windows 11 home,24.0,16990000,35.9,25.6,2.45,3.0,1.0,1.0,0.0,0.0,amd ryzen 5 7535hs,3.30,4.60,6,12,,,,,35.00,18379,3171,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63884,36335,50,23108,14102,228551,870,15935,3171,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1880,thegioididong,acer,laptop acer gaming aspire 5 a515 58gm 53pz i5 13420h/8gb/512gb/4gb rtx2050/win11 (nx.kq4sv.008),intel core i5 13420h,geforce rtx 2050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,50.0,,,windows 11 home,,15490000,36.1,23.7,1.79,2.0,1.0,1.0,0.0,0.0,intel core i5 13420h,2.10,4.60,4,8,1.50,3.40,4.0,4.0,45.00,18362,3444,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60230,44538,55,22904,12239,223190,1069,13755,3444,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
