laptop_specs_id,laptop_specs_source,laptop_specs_brand,cpu_specs_laptop_specs_laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_laptop_specs_laptop_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,cpu_specs_laptop_specs_laptop_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
2382,thegioididong,hp,laptop hp elitebook 630 g10 i5 1335u/16gb/512gb/win11 (9j0b4pt),intel core i5 1335u,,16,ddr4,512,ssd,yes,13.3,1920x1080,60,250,42,3,1.22,windows 11 home,,21490000,30.69,20.84,1.59,2,1,1,0,0,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
2383,thegioididong,dell,laptop dell inspiron 15 3530 i5 1335u/8gb/512gb/120hz/officehs/win11 (n3530-i5u085w11blu),intel core i5 1335u,,8,ddr4,512,ssd,yes,15.6,1920x1080,120,250,41,3,1.66,windows 11 home,,17490000,35.85,23.56,1.9,1,0,1,0,0,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
2384,thegioididong,asus,laptop asus tuf gaming a15 fa507nvr r7 7435hs/16gb/512gb/8gb rtx4060/144hz/win11 (lp007w),amd ryzen 7 7435hs,geforce rtx 4060,16,ddr5,512,ssd,yes,15.6,1920x1080,144,250,90,4,2.2,windows 11 home,24,29490000,35.4,25.1,2.49,2,2,1,0,0,amd ryzen 7 7435hs,3.1,4.5,8,16,,,,,45,23962,3225,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87461,49983,56,32387,19230,318531,1010,22303,3225,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2385,thegioididong,dell,laptop dell latitude 3440 i7 1355u/16gb/512gb/win11 (71038103),intel core i7 1355u,,16,ddr4,512,ssd,yes,14,1920x1080,60,250,42,3,1.6,windows 11 home,,24490000,35.9,24,2.04,3,1,1,0,0,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
2386,thegioididong,asus,laptop asus tuf gaming dash f15 fx517ze i5 12450h/8gb/512gb/4gb rtx3050ti/144hz/win11 (hn045w),intel core i5 12450h,geforce rtx 3050 ti,8,ddr5,512,ssd,yes,15.6,1920x1080,144,250,76,4,2,windows 11 home,24,19990000,35.4,25.1,2.07,2,0,1,0,0,intel core i5 12450h,2,4.4,4,8,1.5,3.3,4,4,45,16999,3379,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56563,42183,47,21668,11418,205799,920,12638,3379,geforce rtx 3050 ti,10143,pcie 4.0 x8,4096,735,12,4.6,80,120,60,77,49,4330
2387,thegioididong,hp,laptop hp victus 16 r0283tx i5 13500h/16gb/512gb/144hz/6gb rtx3050/win11 (ad9t3pa),intel core i5 13500h,geforce rtx 3050,16,ddr5,512,ssd,yes,16.1,1920x1080,144,250,70,4,2.31,windows 11 home,,23490000,36.9,25.94,2.39,3,1,1,0,1,intel core i5 13500h,3.5,4.7,4,8,,,8,8,45,22701,3536,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76906,55639,77,29549,15984,273500,1339,15980,3536,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
2388,thegioididong,apple,laptop apple macbook pro 14 inch m3 8gb/512gb (mtl73sa/a),apple m3 8 core,,8,,512,ssd,yes,14.2,3024x1964,120,1000,,,1.55,macos,,36490000,31.26,22.12,1.55,0,2,1,0,0,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
2389,thegioididong,hp,laptop hp pavilion 15 eg3095tu i5 1335u/8gb/512gb/win11 (8c5l6pa),intel core i5 1335u,,8,ddr4,512,ssd,yes,15.6,1920x1080,60,250,41,3,1.74,windows 11 home,,17990000,36.02,23.4,1.79,2,1,1,0,0,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
2390,thegioididong,dell,laptop dell inspiron 7440 core 7 150u/16gb/1tb/touch/pen/officehs/win11 (n7440-c7u161w11ibu),intel core 7 150u,,16,ddr5,1024,ssd,yes,14,,60,250,64,4,1.71,windows 11 home,,31990000,31.4,22.62,1.89,2,2,1,0,1,intel core 7 150u,1.8,5.4,2,4,1.2,4,8,8,15,15938,3651,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,55960,37531,60,19648,10924,171683,1069,9571,3651,,,,,,,,,,,,,
2391,thegioididong,hp,laptop hp victus 16 r0127tx i7 13700h/16gb/512gb/8gb rtx4060/144hz/win11 (8c5n2pa),intel core i7 13700h,geforce rtx 4060,16,ddr5,512,ssd,yes,16.1,1920x1080,144,250,70,4,2.33,windows 11 home,,32390000,36.9,25.94,2.39,3,1,1,0,0,intel core i7 13700h,2.4,5,6,12,1.8,3.7,8,8,45,27094,3640,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,95371,68230,106,34298,18517,316731,1768,18821,3640,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2392,thegioididong,asus,laptop asus tuf gaming a15 fa507uv r7 8845hs/16gb/512gb/8gb rtx4060/144hz/win11 (lp142w),amd ryzen 7 8845hs,geforce rtx 4060,16,ddr5,512,ssd,yes,15.6,1920x1080,144,250,90,4,2.2,windows 11 home,24,32990000,35.4,25.1,2.49,2,2,1,0,0,amd ryzen 7 8845hs,3.8,5.1,8,16,,,,,45,28820,3770,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,99823,60655,87,40633,20762,351350,1350,26137,3770,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2393,thegioididong,dell,laptop dell inspiron 7440 core 5 120u/16gb/1tb/touch/pen/officehs/win11 (n4i5006w1),intel core 5 120u,,16,ddr5,1024,ssd,yes,14,,60,250,54,4,1.74,windows 11 home,,29490000,31.4,22.62,1.89,2,2,1,0,0,intel core 5 120u,1.4,5,2,4,0.9,3.8,8,8,15,16587,3761,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58212,40035,61,20789,11586,183090,1019,10085,3761,,,,,,,,,,,,,
2394,thegioididong,dell,laptop dell inspiron 15 3530 i5 1334u/16gb/512gb/120hz/officehs/win11 (p16wd2),intel core i5 1334u,,16,ddr4,512,ssd,yes,15.6,1920x1080,120,,41,3,1.65,windows 11 home,,18490000,35.85,23.56,1.9,1,0,1,0,1,intel core i5 1334u,1.3,4.6,2,4,0.9,3.4,8,8,15,13218,3259,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49703,34654,38,16545,9268,149807,694,8572,3259,,,,,,,,,,,,,
2395,thegioididong,hp,laptop hp gaming victus 16 s0078ax r5 7640hs/16gb/512gb/6gb rtx3050/144hz/win11 (8c5n7pa),amd ryzen 5 7640hs,geforce rtx 3050,16,ddr5,512,ssd,yes,16.1,1920x1080,144,250,70,4,2.31,windows 11 home,,23790000,36.9,25.94,2.39,3,1,1,0,1,amd ryzen 5 7640hs,4.3,5,6,12,,,,,54,23006,3632,6 x 32 kb,6 x 32 kb,6 x 1024 kb,16 mb,,,,73805,45544,78,30126,15925,272254,1175,20780,3632,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
2396,thegioididong,hp,laptop hp gaming victus 16 s0139ax r7 7840hs/32gb/512gb/8gb rtx4060/144hz/win11 (9q986pa),amd ryzen 7 7840hs,geforce rtx 4060,32,ddr5,512,ssd,yes,16.1,1920x1080,144,250,70,4,2.33,windows 11 home,,32190000,36.9,25.94,2.39,3,1,1,0,0,amd ryzen 7 7840hs,3.8,5.1,8,16,,,,,54,28908,3785,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,100265,60846,89,39677,20946,350660,1389,26105,3785,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2397,thegioididong,msi,laptop msi creator m16 hx c14vfg i7 14700hx/32gb/1tb/8gb rtx4060/240hz/balo/win11 (040vn),intel core i7 14700hx,geforce rtx 4060,32,ddr5,1024,ssd,yes,16,2560x1600,240,,65,4,2.38,windows 11 home,24,41990000,35.9,26.64,2.18,3,1,1,0,0,intel core i7 14700hx,2.1,5.5,8,16,1.5,3.9,12,12,55,37380,3997,8 x 32 kb,8 x 48 kb,8 x 2048 kb,33 mb,12 x 64 kb,12 x 32 kb,3 x 4096 kb,132887,94535,176,48473,26683,445064,2430,26185,3997,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2398,thegioididong,lenovo,laptop lenovo thinkpad t14s i7 1355u/32gb/512gb/touch/win11 pro (21f6007xvn),intel core i7 1355u,,32,ddr5,512,ssd,yes,14,,60,500,57,,1.48,windows 11 pro,36,44290000,31.75,22.69,1.69,2,2,1,0,1,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
2399,thegioididong,dell,laptop dell g15 5530 i9 13900hx/16gb/1tb/8gb rtx4060/165hz/officehs/win11 (i9hx161w11gr4060),intel core i9 13900hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,15.6,1920x1080,165,300,86,6,2.81,windows 11 home,,40990000,35.73,27.45,2.61,3,1,1,0,0,intel core i9 13900hx,2.2,5.4,8,16,1.6,3.9,16,16,55,44116,4123,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,159985,112944,195,60702,33080,545227,2718,31300,4123,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2400,thegioididong,msi,laptop msi gaming katana a15 ai b8vf r7 8845hs/16gb/512gb/8gb rtx4060/144hz/balo/win11 (419vn),amd ryzen 7 8845hs,geforce rtx 4060,16,ddr5,512,ssd,yes,15.6,1920x1080,144,,53.5,3,2.25,windows 11 home,,28490000,35.9,25.9,2.49,2,1,1,0,0,amd ryzen 7 8845hs,3.8,5.1,8,16,,,,,45,28820,3770,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,99823,60655,87,40633,20762,351350,1350,26137,3770,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2401,thegioididong,apple,laptop apple macbook air 13 inch m3 16gb/256gb/8gpu,apple m3 8 core,,16,,256,ssd,yes,13.6,2560x1664,,500,,,1.24,macos,,27990000,30.41,21.5,1.13,0,2,0,0,0,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
2402,thegioididong,msi,laptop msi gaming katana a15 ai b8vg r7 8845hs/16gb/1tb/8gb rtx4070/144hz/balo/chuột/bàn di/win11 (465vn),amd ryzen 7 8845hs,geforce rtx 4070,16,ddr5,1024,ssd,yes,15.6,1920x1080,144,,53.5,3,2.25,windows 11 home,24,36990000,35.9,25.9,2.49,2,1,1,0,0,amd ryzen 7 8845hs,3.8,5.1,8,16,,,,,45,28820,3770,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,99823,60655,87,40633,20762,351350,1350,26137,3770,geforce rtx 4070,19567,pcie 4.0 x16,8192,1230,12_2,4.6,115,222,118,178,85,8362
2403,thegioididong,msi,laptop msi cyborg 15 a13vfk i7 13620h/16gb/512gb/8gb rtx4060/144hz/balo/win11 (876vn),intel core i7 13620h,geforce rtx 4060,16,ddr5,512,ssd,yes,15.6,1920x1080,144,250,53.5,3,1.98,windows 11 home,24,27490000,35.94,25.03,2.29,2,1,1,0,0,intel core i7 13620h,2.4,4.9,6,12,1.8,3.6,4,4,45,24850,3689,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84451,62278,100,29800,16091,290251,1678,18001,3689,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2404,thegioididong,msi,laptop msi gaming katana a15 ai b8vg r9 8945hs/16gb/1tb/8gb rtx4070/144hz/balo/lót chuột/chuột/win11 (466vn),amd ryzen 9 8945hs,geforce rtx 4070,16,ddr5,1024,ssd,yes,15.6,1920x1080,144,250,53.5,3,2.25,windows 11 home,24,38990000,35.9,25.9,2.49,2,1,1,0,1,amd ryzen 9 8945hs,4,5.2,8,16,,,,,45,29767,3878,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,103054,62835,94,41458,21490,356190,1435,27072,3878,geforce rtx 4070,19567,pcie 4.0 x16,8192,1230,12_2,4.6,115,222,118,178,85,8362
2405,thegioididong,dell,laptop dell inspiron 15 3530 i7 1355u/16gb/1tb/120hz/officehs/win11 (n3530-i7u161w11blu-fp),intel core i7 1355u,,16,ddr4,1024,ssd,yes,15.6,1920x1080,120,250,54,4,1.66,windows 11 home,,21490000,35.85,23.56,1.9,1,0,1,0,0,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
2406,thegioididong,asus,laptop asus vivobook 14 a1405va i3 1315u/8gb/512gb/win11 (ly097w),intel core i3 1315u,,8,ddr4,512,ssd,yes,14,,60,300,42,3,1.6,windows 11 home,24,11690000,31.71,22.2,1.99,2,1,1,0,0,intel core i3 1315u,1.2,4.5,2,4,0.9,3.3,4,4,15,12168,3516,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,38961,28164,45,14843,8070,134644,764,7806,3516,,,,,,,,,,,,,
2407,thegioididong,acer,laptop acer aspire 3 a315 59 314f i3 1215u/8gb/256gb/win11 (nx.k6tsv.002),intel core i3 1215u,,8,ddr4,256,ssd,yes,15.6,1920x1080,60,,40,3,1.7,windows 11 home,,13490000,36.29,24.13,1.99,3,0,1,0,0,intel core i3 1215u,1.2,4.4,2,4,0.9,3.3,4,4,15,10846,3297,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,36592,26189,34,13414,7301,121129,617,7105,3297,,,,,,,,,,,,,
2408,thegioididong,apple,laptop apple macbook air 15 inch m3 16gb-256gb,apple m3 8 core,,16,,256,ssd,yes,15.3,,,500,,,1.51,macos,,32990000,34.04,23.76,1.15,0,2,0,0,0,apple m3 8 core,4,,4,4,,,4,4,20,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
2409,thegioididong,hp,laptop hp pavilion 15 eg2034tx i7 1255u/8gb/512gb/2gb mx550/win11 (6k780pa),intel core i7 1255u,geforce mx550,8,ddr4,512,ssd,yes,15.6,1920x1080,60,250,41,3,1.74,windows 11 home,,20590000,36.02,23.4,1.79,2,0,1,0,0,intel core i7 1255u,1.7,4.7,2,4,1.2,3.5,8,8,15,13562,3255,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49997,33433,42,17212,9460,149711,822,8350,3255,geforce mx550,4546,,,,,,,63,16,34,28,2220
2410,thegioididong,dell,laptop dell inspiron 14 5430 i5 1340p/16gb/512gb/4gb rtx2050/120hz/officehs/win11 (n5430-i5p165w11sl2050),intel core i5 1340p,geforce rtx 2050,16,ddr5,512,ssd,yes,14,2560x1600,120,300,54,4,1.78,windows 11 home,,29790000,31.4,22.66,1.85,2,1,1,0,0,intel core i5 1340p,1.9,4.6,4,8,1.9,3.4,8,8,28,18765,3509,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69665,48184,59,23692,12870,215761,1083,12411,3509,geforce rtx 2050,7671,pcie 3.0 x8,4096,1185,12_2,4.6,45,105,39,48,41,3467
2411,thegioididong,asus,laptop asus tuf gaming a16 fa617nsr r7 7435hs/16gb/512gb/8gb rx7600s/144hz/win11 (rl100w),amd ryzen 7 7435hs,radeon rx 7600s,16,ddr5,512,ssd,yes,16,,144,300,90,4,2.2,windows 11 home,,23990000,35.5,25.2,2.68,2,1,1,0,0,amd ryzen 7 7435hs,3.1,4.5,8,16,,,,,45,23962,3225,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87461,49983,56,32387,19230,318531,1010,22303,3225,radeon rx 7600s,14679,pcie 4.0 x16,8192,1500,12_2,4.6,75,211,73,137,58,6194
2412,thegioididong,hp,laptop hp gaming victus 16 s0140ax r7 7840hs/32gb/512gb/6gb rtx4050/144hz/win11 (9q987pa),amd ryzen 7 7840hs,geforce rtx 4050,32,ddr5,512,ssd,yes,16.1,1920x1080,144,250,70,4,2.33,windows 11 home,,31690000,36.9,25.94,2.39,3,1,1,0,0,amd ryzen 7 7840hs,3.8,5.1,8,16,,,,,54,28908,3785,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,100265,60846,89,39677,20946,350660,1389,26105,3785,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
2413,thegioididong,hp,laptop hp gaming victus 16 s0138ax r7 7840hs/32gb/512gb/8gb rtx4070/144hz/win11 (9q985pa),amd ryzen 7 7840hs,geforce rtx 4070,32,ddr5,512,ssd,yes,16.1,1920x1080,144,250,70,4,2.33,windows 11 home,,36790000,36.9,25.94,2.39,3,1,1,0,0,amd ryzen 7 7840hs,3.8,5.1,8,16,,,,,54,28908,3785,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,100265,60846,89,39677,20946,350660,1389,26105,3785,geforce rtx 4070,19567,pcie 4.0 x16,8192,1230,12_2,4.6,115,222,118,178,85,8362
2414,thegioididong,hp,laptop hp omen 16 xf0070ax r9 7940hs/32gb/1tb/8gb rtx4070/240hz/win11 (8w945pa),amd ryzen 9 7940hs,geforce rtx 4070,32,ddr5,1024,ssd,yes,16.1,,240,300,83,6,2.37,windows 11 home,,56690000,36.9,25.94,2.35,2,2,1,0,0,amd ryzen 9 7940hs,4,5.2,8,16,,,,,54,30396,3905,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,104317,63753,92,41892,22125,371623,1465,27932,3905,geforce rtx 4070,19567,pcie 4.0 x16,8192,1230,12_2,4.6,115,222,118,178,85,8362
2415,thegioididong,samsung,laptop samsung galaxy chromebook go xe340xda n4500/4gb/32gb/chromeos,intel celeron n4500,,4,ddr4,32,emmc,yes,14,1366x768,60,,42.3,2,1.145,chrome os,,8990000,32.71,22.56,1.59,1,2,0,0,0,intel celeron n4500,1.1,2.8,2,2,,,,,6,1964,1373,2 x 32 kb,2 x 32 kb,1 x 1536 kb,4 mb,,,,5967,3744,9,3524,1433,25416,173,698,1373,,,,,,,,,,,,,
2416,thegioididong,samsung,laptop samsung galaxy chromebook go xe310xda n4500/4gb/32gb/chromeos,intel celeron n4500,,4,ddr4,32,emmc,yes,11.6,1366x768,60,220,40.2,2,1.06,chrome os,,7990000,28.79,20.23,1.59,1,1,0,0,0,intel celeron n4500,1.1,2.8,2,2,,,,,6,1964,1373,2 x 32 kb,2 x 32 kb,1 x 1536 kb,4 mb,,,,5967,3744,9,3524,1433,25416,173,698,1373,,,,,,,,,,,,,
2417,thegioididong,hp,laptop hp gaming victus 16 r0128tx i5 13450hx/16gb/512gb/144hz/6gb rtx4050/win11 (8c5n3pa),intel core i5 13450hx,geforce rtx 4050,16,ddr5,512,ssd,yes,16.1,1920x1080,144,250,70,4,2.34,windows 11 home,,27990000,36.9,25.94,2.39,3,1,1,0,0,intel core i5 13450hx,2.4,4.6,6,12,1.8,3.4,4,4,55,25515,3574,6 x 32 kb,6 x 48 kb,6 x 1280 kb,20 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84310,62542,85,31972,17044,313399,1536,19495,3574,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
2418,thegioididong,dell,laptop dell precision 15 3581 i7 13800h/32gb/1tb/4gb rtxa500/win11 pro (71024677),intel core i7 13800h,rtx a500,32,ddr5,1024,ssd,yes,15.6,1920x1080,60,250,64,4,1.8,windows 11 pro,,57290000,35.78,23.33,2.27,2,2,1,0,0,intel core i7 13800h,2.5,5.2,6,12,1.8,4,8,8,45,27044,3571,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,94984,68572,119,33528,18031,303521,1965,18332,3571,rtx a500,6771,,,,,,,86,35,42,38,2999
2419,thegioididong,hp,laptop hp elitebook 630 g10 i5 1335u/16gb/512gb/touch/win11 (9j0b5pt),intel core i5 1335u,,16,ddr4,512,ssd,yes,13.3,1920x1080,60,250,42,3,1.22,windows 11 home,,21990000,30.69,20.84,1.59,2,1,1,0,0,intel core i5 1335u,1.3,4.6,2,4,0.9,3.4,8,8,15,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
2420,thegioididong,hp,laptop hp gaming victus 16 r0228tx i5 13500h/32gb/512gb/6gb rtx4050/144hz/win11 (9q979pa),intel core i5 13500h,geforce rtx 4050,32,ddr5,512,ssd,yes,16.1,1920x1080,144,250,70,4,2.33,windows 11 home,,29490000,36.9,25.94,2.39,3,1,1,0,0,intel core i5 13500h,3.5,4.7,4,8,,,8,8,45,22701,3536,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76906,55639,77,29549,15984,273500,1339,15980,3536,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
2421,thegioididong,hp,laptop hp gaming victus 16 r0227tx i5 13500h/32gb/512gb/8gb rtx4060/144hz/win11 (9q978pa),intel core i5 13500h,geforce rtx 4060,32,ddr5,512,ssd,yes,16.1,1920x1080,144,250,70,4,2.33,windows 11 home,,30890000,36.9,25.94,2.39,3,1,1,0,0,intel core i5 13500h,3.5,4.7,4,8,,,8,8,45,22701,3536,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76906,55639,77,29549,15984,273500,1339,15980,3536,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2422,thegioididong,hp,laptop hp omen 16 xf0071ax r7 7840hs/32gb/1tb/8gb rtx4060/240hz/win11 (8w946pa),amd ryzen 7 7840hs,geforce rtx 4060,32,ddr5,1024,ssd,yes,16.1,,240,300,83,6,2.37,windows 11 home,,52690000,36.9,25.94,2.35,2,2,1,0,0,amd ryzen 7 7840hs,3.8,5.1,8,16,,,,,54,28908,3785,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,100265,60846,89,39677,20946,350660,1389,26105,3785,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2423,thegioididong,msi,laptop msi creator z17 hx studio a14vgt i7 14700hx/32gb/2tb/8gb rtx4070/165hz/touch/pen/balo/win11 (272vn),intel core i7 14700hx,geforce rtx 4070,32,ddr5,2048,ssd,yes,17,2560x1600,165,,90,4,2.49,windows 11 home,24,65990000,38.2,26,1.9,1,2,1,0,0,intel core i7 14700hx,2.1,5.5,8,16,1.5,3.9,12,12,55,37380,3997,8 x 32 kb,8 x 48 kb,8 x 2048 kb,33 mb,12 x 64 kb,12 x 32 kb,3 x 4096 kb,132887,94535,176,48473,26683,445064,2430,26185,3997,geforce rtx 4070,19567,pcie 4.0 x16,8192,1230,12_2,4.6,115,222,118,178,85,8362
2424,thegioididong,dell,laptop dell g15 5530 i7 13650hx/16gb/1tb/8gb rtx4060/165hz/officehs/win11 (i7hx161w11gr4060),intel core i7 13650hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,15.6,1920x1080,165,300,86,6,2.81,windows 11 home,,36990000,35.73,27.45,2.61,3,1,1,0,0,intel core i7 13650hx,2.6,4.9,6,12,1.9,3.6,8,8,55,31424,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105161,77290,103,41975,22302,396717,1754,23899,3815,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
